IDS
450000562
450039291
450000801
800000014
700000002
450000554
50000002
920000001
450039252
30000002
900000003
450041927
512007285
410000003
360000010
710000044
970000012
280000006
450000515
450000503
450001040
450000968
450000977
450000138
450000103
450000053
980000016
10000001
450001048
820000087
690000003
450056517
600000016
970000006
650000029
450000282
600000031
450058031
512005896
150000001
840000002
920000013
450039286
220000004
650000001
450000834
40000013
710000018
450054198
50000006
450000637
320000011
270000010
530000014
650000028
920000840
512020696
250000023
450000270
600000013
730000005
450055312
140000007
450049173
730000003
450041701
450042110
450001206
450039448
800000007
450000464
450000976
450000229
500000001
360000008
630000021
660000001
450000116
450000037
500000023
920000021
450042635
450057457
580000004
270000022
400001092
30000052
840000003
350000001
870000001
450044820
450000989
450016049
450000941
450000121
450055572
40000006
450000338
650000006
220000022
360000009
850000001
820000117
450000526
450000868
270000021
400000020
450001079
450000792
450000927
220000005
450036566
450000810
450041926
450000541
920000007
380000005
220000010
450000583
450000794
450036255
180000004
450000033
450000754
450039972
820000016
512026930
600000022
320000004
820000011
450001175
270000001
450001066
790000015
450001043
340000006
300000002
460000014
410000004
450000645
450043888
350000004
450000522
450042062
650000017
450051666
450000966
350000008
450039649
450000346
370000001
450001198
450000717
650000011
710000047
450000147
512021244
450000404
30000004
450039645
450000333
190000011
450000724
450000832
450039265
240000002
450057048
450000845
970000014
40000007
460000044
710000001
760000002
400000037
450042006
330000001
820000042
340000004
750000008
830000004
450000608
600000020
460000031
450000854
450000712
710000026
190001152
450000584
450000344
450000639
820000021
450055752
450000010
820000017
320000007
450000777
500000012
512041226
450000904
800000009
970000017
450001001
450000389
460000035
450000561
400000001
400000043
800000005
450000462
920000011
450000530
450001052
650000014
900000008
450000903
650000009
780000391
260000003
450001151
450041924
470000002
600000005
760000005
360000007
450001172
840000001
290000005
400000024
450000449
450000225
710000004
512033151
450000410
580000005
920000003
820000062
400000034
450041917
450000536
650000031
450000788
650000021
450056672
460000005
450000988
340000005
512024982
450000507
50000023
460000022
710000037
630000008
340000003
280000007
450000210
830000002
450000601
450000658
450000129
800000008
450001029
450039651
940000020
450042514
450016176
450000384
450000340
640000002
450000323
870000008
270000004
920000010
710000015
450000428
120000001
750000016
400000013
450000486
512032451
220000028
500000011
660000004
220000024
810000006
360000002
450000572
630000005
650000015
180000010
450000218
460000004
880000001
180000005
450001203
450000688
830000001
450000574
440000001
450000499
450000405
280000005
950000048
940000017
450039285
360000014
450000386
360000006
820000013
600000017
630000001
450037017
450000630
450042073
400000003
710000007
450000170
450000607
750000017
450000359
450000130
710000024
450000144
10000006
580000001
450000122
950000002
250000013
450000534
450000136
450001295
450050768
30000024
240000004
560000001
780000008
470000003
450056393
410000006
450053658
680000001
450000226
450000376
450000216
450000610
450038915
450000465
460000032
360000017
450042460
450001054
